PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD
Tannenberg Copper Project,,PAL01393,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.49,0.49,0.49,,,,,,,,,,,<2,ICP40B,2,10,6.86,ICP40B,0.01,15,18,ICP40B,3,10000,473,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,9.22,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,47,ICP40B,1,10000,32.1,ICP40B,0.5,10000,3.24,ICP40B,0.01,15,2.74,ICP40B,0.01,15,26.1,ICP40B,0.5,10000,88,ICP40B,1,10000,4.52,ICP40B,0.01,15,1748,ICP40B,2,10000,2,ICP40B,1,10000,0.76,ICP40B,0.01,15,50,ICP40B,1,10000,0.05,ICP40B,0.01,15,605,ICP40B,2,10000,1.46,ICP40B,0.01,5,<5,ICP40B,5,10000,10.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,1005,ICP40B,0.5,5000,0.26,ICP40B,0.01,15,69,ICP40B,2,10000,<10,ICP40B,10,10000,14.2,ICP40B,0.5,10000,58,ICP40B,1,10000,75.1,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01394,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.36,0.36,0.36,,,,,,,,,,,2,ICP40B,2,10,4.90,ICP40B,0.01,15,25,ICP40B,3,10000,517,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,13.4,ICP40B,0.01,15,<1,ICP40B,1,10000,15,ICP40B,1,10000,43,ICP40B,1,10000,87.0,ICP40B,0.5,10000,2.87,ICP40B,0.01,15,1.82,ICP40B,0.01,15,21.3,ICP40B,0.5,10000,66,ICP40B,1,10000,5.79,ICP40B,0.01,15,1848,ICP40B,2,10000,2,ICP40B,1,10000,0.55,ICP40B,0.01,15,43,ICP40B,1,10000,0.04,ICP40B,0.01,15,1118,ICP40B,2,10000,1.70,ICP40B,0.01,5,<5,ICP40B,5,10000,7.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,1459,ICP40B,0.5,5000,0.19,ICP40B,0.01,15,60,ICP40B,2,10000,<10,ICP40B,10,10000,13.6,ICP40B,0.5,10000,131,ICP40B,1,10000,53.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01395,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,1.13,1.13,1.13,,,,,,,,,,,<2,ICP40B,2,10,0.63,ICP40B,0.01,15,<3,ICP40B,3,10000,21,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,<1,ICP40B,1,10000,2,ICP40B,1,10000,4.5,ICP40B,0.5,10000,0.49,ICP40B,0.01,15,0.23,ICP40B,0.01,15,4.6,ICP40B,0.5,10000,9,ICP40B,1,10000,12.3,ICP40B,0.01,15,675,ICP40B,2,10000,<1,ICP40B,1,10000,0.04,ICP40B,0.01,15,1,ICP40B,1,10000,<0.01,ICP40B,0.01,15,22,ICP40B,2,10000,0.03,ICP40B,0.01,5,<5,ICP40B,5,10000,0.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,32.7,ICP40B,0.5,5000,0.01,ICP40B,0.01,15,<2,ICP40B,2,10000,<10,ICP40B,10,10000,3.3,ICP40B,0.5,10000,33,ICP40B,1,10000,11.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01396,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.49,0.49,0.49,,,,,,,,,,,2,ICP40B,2,10,6.02,ICP40B,0.01,15,24,ICP40B,3,10000,251,ICP40B,1,10000,2.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,10.3,ICP40B,0.01,15,25,ICP40B,1,10000,14,ICP40B,1,10000,75,ICP40B,1,10000,23.8,ICP40B,0.5,10000,2.64,ICP40B,0.01,15,2.24,ICP40B,0.01,15,28.3,ICP40B,0.5,10000,76,ICP40B,1,10000,3.37,ICP40B,0.01,15,1680,ICP40B,2,10000,18,ICP40B,1,10000,0.84,ICP40B,0.01,15,81,ICP40B,1,10000,0.04,ICP40B,0.01,15,1480,ICP40B,2,10000,1.82,ICP40B,0.01,5,6,ICP40B,5,10000,8.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,509,ICP40B,0.5,5000,0.24,ICP40B,0.01,15,182,ICP40B,2,10000,15,ICP40B,10,10000,18.5,ICP40B,0.5,10000,7008,ICP40B,1,10000,71.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01397,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.58,0.58,0.58,,,,,,,,,,,3,ICP40B,2,10,3.83,ICP40B,0.01,15,12,ICP40B,3,10000,116,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,30,ICP40B,1,10000,6,ICP40B,1,10000,56,ICP40B,1,10000,184,ICP40B,0.5,10000,1.52,ICP40B,0.01,15,1.49,ICP40B,0.01,15,22.2,ICP40B,0.5,10000,55,ICP40B,1,10000,1.80,ICP40B,0.01,15,3826,ICP40B,2,10000,60,ICP40B,1,10000,0.53,ICP40B,0.01,15,47,ICP40B,1,10000,0.03,ICP40B,0.01,15,3685,ICP40B,2,10000,1.07,ICP40B,0.01,5,7,ICP40B,5,10000,5.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,310,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,205,ICP40B,2,10000,19,ICP40B,10,10000,16.3,ICP40B,0.5,10000,9350,ICP40B,1,10000,46.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01398,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,-,,,,,,,,,,,,,8,ICP40B,2,10,6.32,ICP40B,0.01,15,798,ICP40B,3,10000,223,ICP40B,1,10000,1.5,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.08,ICP40B,0.01,15,22,ICP40B,1,10000,545,ICP40B,1,10000,109,ICP40B,1,10000,4413,ICP40B,0.5,10000,5.43,ICP40B,0.01,15,1.61,ICP40B,0.01,15,18.5,ICP40B,0.5,10000,19,ICP40B,1,10000,1.95,ICP40B,0.01,15,848,ICP40B,2,10000,171,ICP40B,1,10000,2.37,ICP40B,0.01,15,439,ICP40B,1,10000,0.05,ICP40B,0.01,15,4002,ICP40B,2,10000,0.66,ICP40B,0.01,5,366,ICP40B,5,10000,19.1,ICP40B,0.5,10000,61,ICP40B,10,10000,178,ICP40B,0.5,5000,0.65,ICP40B,0.01,15,136,ICP40B,2,10000,<10,ICP40B,10,10000,2.8,ICP40B,0.5,10000,3915,ICP40B,1,10000,118,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01399,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.55,0.55,0.55,,,,,,,,,,,>10,ICP40B,2,10,4.28,ICP40B,0.01,15,279,ICP40B,3,10000,148,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,37,ICP40B,1,10000,112,ICP40B,1,10000,93,ICP40B,1,10000,>10000,ICP40B,0.5,10000,1.57,ICP40B,0.01,15,1.69,ICP40B,0.01,15,28.1,ICP40B,0.5,10000,58,ICP40B,1,10000,0.88,ICP40B,0.01,15,2728,ICP40B,2,10000,215,ICP40B,1,10000,0.57,ICP40B,0.01,15,140,ICP40B,1,10000,0.06,ICP40B,0.01,15,7058,ICP40B,2,10000,2.29,ICP40B,0.01,5,14,ICP40B,5,10000,6.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,325,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,754,ICP40B,2,10000,24,ICP40B,10,10000,18.4,ICP40B,0.5,10000,>10000,ICP40B,1,10000,54.5,ICP40B,0.5,10000,66,AAS42S,5,500,3.15,AAS42S,0.001,50,1.25,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01400,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.00,0.00,0.00,,,,,,,,,,,>10,ICP40B,2,10,4.16,ICP40B,0.01,15,274,ICP40B,3,10000,142,ICP40B,1,10000,2.3,ICP40B,0.5,2500,<5,ICP40B,5,10000,>15,ICP40B,0.01,15,36,ICP40B,1,10000,109,ICP40B,1,10000,92,ICP40B,1,10000,>10000,ICP40B,0.5,10000,1.53,ICP40B,0.01,15,1.65,ICP40B,0.01,15,27.7,ICP40B,0.5,10000,57,ICP40B,1,10000,0.86,ICP40B,0.01,15,2684,ICP40B,2,10000,211,ICP40B,1,10000,0.55,ICP40B,0.01,15,137,ICP40B,1,10000,0.06,ICP40B,0.01,15,7078,ICP40B,2,10000,2.26,ICP40B,0.01,5,13,ICP40B,5,10000,6.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,315,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,735,ICP40B,2,10000,23,ICP40B,10,10000,17.8,ICP40B,0.5,10000,>10000,ICP40B,1,10000,56.1,ICP40B,0.5,10000,67,AAS42S,5,500,3.17,AAS42S,0.001,50,1.22,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01401,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.57,0.57,0.57,,,,,,,,,,,>10,ICP40B,2,10,3.89,ICP40B,0.01,15,881,ICP40B,3,10000,454,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.41,ICP40B,0.01,15,3,ICP40B,1,10000,23,ICP40B,1,10000,14,ICP40B,1,10000,7269,ICP40B,0.5,10000,0.84,ICP40B,0.01,15,2.00,ICP40B,0.01,15,16.7,ICP40B,0.5,10000,22,ICP40B,1,10000,0.58,ICP40B,0.01,15,1696,ICP40B,2,10000,11,ICP40B,1,10000,1.13,ICP40B,0.01,15,15,ICP40B,1,10000,0.03,ICP40B,0.01,15,146,ICP40B,2,10000,1.61,ICP40B,0.01,5,6,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,236,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,21,ICP40B,2,10000,<10,ICP40B,10,10000,10.0,ICP40B,0.5,10000,494,ICP40B,1,10000,41.3,ICP40B,0.5,10000,15,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01402,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.52,0.52,0.52,,,,,,,,,,,2,ICP40B,2,10,3.59,ICP40B,0.01,15,40,ICP40B,3,10000,633,ICP40B,1,10000,1.1,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.99,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,10,ICP40B,1,10000,594,ICP40B,0.5,10000,0.36,ICP40B,0.01,15,2.11,ICP40B,0.01,15,14.6,ICP40B,0.5,10000,24,ICP40B,1,10000,0.23,ICP40B,0.01,15,520,ICP40B,2,10000,2,ICP40B,1,10000,1.13,ICP40B,0.01,15,7,ICP40B,1,10000,0.03,ICP40B,0.01,15,25,ICP40B,2,10000,1.05,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,292,ICP40B,0.5,5000,0.08,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,7.9,ICP40B,0.5,10000,20,ICP40B,1,10000,39.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01403,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.51,0.51,0.51,,,,,,,,,,,<2,ICP40B,2,10,3.34,ICP40B,0.01,15,52,ICP40B,3,10000,458,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.48,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,8,ICP40B,1,10000,531,ICP40B,0.5,10000,0.54,ICP40B,0.01,15,1.99,ICP40B,0.01,15,12.4,ICP40B,0.5,10000,21,ICP40B,1,10000,0.25,ICP40B,0.01,15,792,ICP40B,2,10000,2,ICP40B,1,10000,0.76,ICP40B,0.01,15,5,ICP40B,1,10000,0.02,ICP40B,0.01,15,24,ICP40B,2,10000,1.18,ICP40B,0.01,5,<5,ICP40B,5,10000,1.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,247,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,7.2,ICP40B,0.5,10000,20,ICP40B,1,10000,30.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01404,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.70,0.70,0.70,,,,,,,,,,,4,ICP40B,2,10,3.18,ICP40B,0.01,15,56,ICP40B,3,10000,746,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.54,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,7,ICP40B,1,10000,1017,ICP40B,0.5,10000,0.51,ICP40B,0.01,15,2.06,ICP40B,0.01,15,10.3,ICP40B,0.5,10000,24,ICP40B,1,10000,1.75,ICP40B,0.01,15,4020,ICP40B,2,10000,2,ICP40B,1,10000,0.72,ICP40B,0.01,15,5,ICP40B,1,10000,0.02,ICP40B,0.01,15,24,ICP40B,2,10000,1.01,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,344,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,14,ICP40B,2,10000,<10,ICP40B,10,10000,8.6,ICP40B,0.5,10000,19,ICP40B,1,10000,28.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01405,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.97,0.97,0.97,,,,,,,,,,,<2,ICP40B,2,10,3.43,ICP40B,0.01,15,19,ICP40B,3,10000,1166,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.05,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,11,ICP40B,1,10000,159,ICP40B,0.5,10000,0.46,ICP40B,0.01,15,2.57,ICP40B,0.01,15,6.5,ICP40B,0.5,10000,28,ICP40B,1,10000,0.33,ICP40B,0.01,15,793,ICP40B,2,10000,1,ICP40B,1,10000,0.65,ICP40B,0.01,15,5,ICP40B,1,10000,0.03,ICP40B,0.01,15,19,ICP40B,2,10000,0.25,ICP40B,0.01,5,<5,ICP40B,5,10000,1.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,258,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,5.9,ICP40B,0.5,10000,12,ICP40B,1,10000,24.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01406,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,1.07,1.07,1.07,,,,,,,,,,,2,ICP40B,2,10,3.75,ICP40B,0.01,15,15,ICP40B,3,10000,721,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.20,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,12,ICP40B,1,10000,654,ICP40B,0.5,10000,0.32,ICP40B,0.01,15,2.67,ICP40B,0.01,15,7.9,ICP40B,0.5,10000,22,ICP40B,1,10000,0.74,ICP40B,0.01,15,1521,ICP40B,2,10000,2,ICP40B,1,10000,0.75,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,22,ICP40B,2,10000,1.34,ICP40B,0.01,5,<5,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,259,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,7.1,ICP40B,0.5,10000,14,ICP40B,1,10000,26.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01407,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.96,0.96,0.96,,,,,,,,,,,<2,ICP40B,2,10,3.61,ICP40B,0.01,15,17,ICP40B,3,10000,998,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.74,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,16,ICP40B,1,10000,353,ICP40B,0.5,10000,0.61,ICP40B,0.01,15,2.54,ICP40B,0.01,15,9.2,ICP40B,0.5,10000,23,ICP40B,1,10000,0.89,ICP40B,0.01,15,1888,ICP40B,2,10000,4,ICP40B,1,10000,0.77,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,18,ICP40B,2,10000,0.60,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,297,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,8.8,ICP40B,0.5,10000,11,ICP40B,1,10000,30.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01408,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,1.00,1.00,1.00,,,,,,,,,,,<2,ICP40B,2,10,4.08,ICP40B,0.01,15,9,ICP40B,3,10000,918,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,0.89,ICP40B,0.01,15,<1,ICP40B,1,10000,1,ICP40B,1,10000,8,ICP40B,1,10000,7.1,ICP40B,0.5,10000,0.26,ICP40B,0.01,15,2.93,ICP40B,0.01,15,6.2,ICP40B,0.5,10000,23,ICP40B,1,10000,0.26,ICP40B,0.01,15,280,ICP40B,2,10000,<1,ICP40B,1,10000,0.85,ICP40B,0.01,15,4,ICP40B,1,10000,0.04,ICP40B,0.01,15,20,ICP40B,2,10000,0.11,ICP40B,0.01,5,<5,ICP40B,5,10000,1.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,201,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,<10,ICP40B,10,10000,5.4,ICP40B,0.5,10000,10,ICP40B,1,10000,24.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01409,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.97,0.97,0.97,,,,,,,,,,,<2,ICP40B,2,10,3.88,ICP40B,0.01,15,27,ICP40B,3,10000,1064,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,3.34,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,16,ICP40B,1,10000,10.3,ICP40B,0.5,10000,0.66,ICP40B,0.01,15,2.71,ICP40B,0.01,15,10.1,ICP40B,0.5,10000,26,ICP40B,1,10000,0.68,ICP40B,0.01,15,1815,ICP40B,2,10000,2,ICP40B,1,10000,0.82,ICP40B,0.01,15,8,ICP40B,1,10000,0.03,ICP40B,0.01,15,31,ICP40B,2,10000,0.40,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,294,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,8.8,ICP40B,0.5,10000,12,ICP40B,1,10000,29.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01410,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.82,0.82,0.82,,,,,,,,,,,<2,ICP40B,2,10,3.44,ICP40B,0.01,15,11,ICP40B,3,10000,686,ICP40B,1,10000,0.8,ICP40B,0.5,2500,<5,ICP40B,5,10000,5.52,ICP40B,0.01,15,<1,ICP40B,1,10000,2,ICP40B,1,10000,11,ICP40B,1,10000,6.6,ICP40B,0.5,10000,0.50,ICP40B,0.01,15,2.38,ICP40B,0.01,15,10.1,ICP40B,0.5,10000,22,ICP40B,1,10000,1.05,ICP40B,0.01,15,2460,ICP40B,2,10000,1,ICP40B,1,10000,0.72,ICP40B,0.01,15,4,ICP40B,1,10000,0.03,ICP40B,0.01,15,19,ICP40B,2,10000,0.47,ICP40B,0.01,5,<5,ICP40B,5,10000,1.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,215,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,10.7,ICP40B,0.5,10000,14,ICP40B,1,10000,25.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
Tannenberg Copper Project,,PAL01411,Core,Drill Core,Drillhole,TR2502685     136             384,08-Nov-25,14-Nov-25,TR2502685,TR2502685     136             384,,0.49,0.49,0.49,500.0,75.40,24.60,377.0,123.0,20.0,87.50,12.50,17.5,2.5,<2,ICP40B,2,10,4.31,ICP40B,0.01,15,10,ICP40B,3,10000,555,ICP40B,1,10000,1.2,ICP40B,0.5,2500,<5,ICP40B,5,10000,4.69,ICP40B,0.01,15,<1,ICP40B,1,10000,3,ICP40B,1,10000,20,ICP40B,1,10000,4.4,ICP40B,0.5,10000,0.83,ICP40B,0.01,15,2.51,ICP40B,0.01,15,12.3,ICP40B,0.5,10000,29,ICP40B,1,10000,0.34,ICP40B,0.01,15,1045,ICP40B,2,10000,1,ICP40B,1,10000,0.87,ICP40B,0.01,15,8,ICP40B,1,10000,0.04,ICP40B,0.01,15,18,ICP40B,2,10000,0.02,ICP40B,0.01,5,<5,ICP40B,5,10000,2.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,138,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,16,ICP40B,2,10000,<10,ICP40B,10,10000,10.7,ICP40B,0.5,10000,16,ICP40B,1,10000,33.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.001,5
